company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Artistic Alloys & Design,https://www.yellowpages.com/scottsdale-az/mip/artistic-alloys-design-464911004,(480) 941-2611,http://artisticalloys.com,"7145 E Earll Dr, Scottsdale, AZ 85251",YellowPages,artisticalloys@yahoo.com,"Scottsdale, AZ",Interior Decorators,0.0,M:1/T:1,Neutral
Ramsey Interiors,https://www.yellowpages.com/overland-park-ks/mip/ramsey-interiors-573618411,(913) 449-4925,https://www.ramseyinteriors.com/contact-us,"10513 W 84th Ter, Overland Park, KS 66214",YellowPages,kathleen@ramseyinteriors.com,"Overland Park, KS",Interior Decorators,0.0,M:0/T:0,Neutral
Motivo Designs,https://www.yellowpages.com/overland-park-ks/mip/motivo-designs-566538388,(913) 258-8343,https://motivo-designs.myshopify.com,"9150 W 135th St, Overland Park, KS 66221",YellowPages,"Trista@motivodesignskc.com, karen@motivodesignskc.com, leigha@motivodesignskc.com, ED6D7F72-6F82-44CD-BA22-331CCC2DD103_105x@2x.jpeg","Overland Park, KS",Interior Decorators,0.0,M:0/T:0,Neutral
Motivo Designs,https://www.yellowpages.com/overland-park-ks/mip/motivo-designs-532463249,(913) 258-8343,http://motivodesignskc.com,"14469 Metcalf Ave, Overland Park, KS 66223",YellowPages,"karen@motivodesignskc.com, ED6D7F72-6F82-44CD-BA22-331CCC2DD103_105x@2x.jpeg","Overland Park, KS",Interior Decorators,0.0,M:0/T:0,Neutral
Fleur De Paris Corp,https://www.yellowpages.com/burbank-ca/mip/fleur-de-paris-corp-553533853,(323) 658-5857,https://www.fleurdeparis.com/contact-us,"2860 N Ontario St, Burbank, CA 91504",YellowPages,info@fleurdeparis.com,"Glendale, CA",Interior Designers,0.0,M:0/T:0,Neutral
Nextep,https://www.yellowpages.com/glendale-ca/mip/nextep-467946633,(818) 956-9190,https://www.nextepdesign.com,"355 N Brand Blvd, Glendale, CA 91203",YellowPages,info@nextepdesign.com,"Glendale, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Flintridge House,https://www.yellowpages.com/glendale-ca/mip/flintridge-house-524091186,(818) 696-1311,http://flintridgehouse.com,"320 Kempton Rd, Glendale, CA 91202",YellowPages,Flintridgehouse@msn.com,"Glendale, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Marlene Oliphant Designs,https://www.yellowpages.com/glendale-ca/mip/marlene-oliphant-designs-30324388,(818) 244-1152,https://marleneoliphant.com,"263 Sleepy Hollow Ter, Glendale, CA 91206",YellowPages,"marlene@marleneoliphant.com, marleneoliphant@gmail.com","Glendale, CA",Interior Decorators,0.0,M:0/T:0,Neutral
"Johnson, Rufus III",https://www.yellowpages.com/clarksville-tn/mip/johnson-rufus-iii-4868415,(931) 647-6301,http://rufusjohnsonassociates.com,"1740 Memorial Dr, Clarksville, TN 37043",YellowPages,"archstudio@rjaarch.com, dbinkley@rjaarch.com","Clarksville, TN",Interior Designers,0.0,M:0/T:0,Neutral
Violette Architecture/Interior Design,https://www.yellowpages.com/clarksville-tn/mip/violette-architecture-interior-design-480846397,(931) 552-6878,http://www.vioarc.com/vio2010/contact.htm,"103 Marion St, Clarksville, TN 37040",YellowPages,"jo@vioarc.com, gary@vioarc.com, doug@vioarc.com","Clarksville, TN",Interior Designers,0.0,M:0/T:0,Neutral
Inside Views Inc,https://www.yellowpages.com/salem-or/mip/inside-views-inc-2255173,(503) 363-5375,https://www.demandbase.com,"730 Browning Ave SE, Salem, OR 97302",YellowPages,"pr@demandbase.com, info@demandbase.com, success@demandbase.com, security@demandbase.com","Salem, OR",Interior Designers,0.0,M:0/T:0,Neutral
Irene Interiors,https://www.yellowpages.com/salem-or/mip/irene-interiors-579725948,(971) 446-0768,https://www.ireneinteriors.design,"Serving, Salem, OR 97304",YellowPages,info@ireneinteriors.design,"Salem, OR",Interior Designers,0.0,M:0/T:0,Neutral
Kelly Hadley Designs,https://www.yellowpages.com/salem-or/mip/kelly-hadley-designs-516580543,(503) 930-5387,http://www.kellyhadleydesigns.com,"425 Leslie St SE, Salem, OR 97301",YellowPages,Kellyhadleydesigns@outlook.com,"Salem, OR",Interior Designers,0.0,M:0/T:0,Neutral
Cascade Interiors,https://www.yellowpages.com/salem-or/mip/cascade-interiors-514276916,(503) 370-8084,http://jabb-arch.com,"2245 Mcgilchrist St SE, Salem, OR 97302",YellowPages,"pbutts@jabb-arch.com, sbutts@jabb-arch.com, micah@micahrich.com","Salem, OR",Interior Designers,0.0,M:0/T:0,Neutral
Contract Interiors,https://www.yellowpages.com/salem-or/mip/contract-interiors-504532197,(503) 371-7821,https://www.cillc.us,"2859 22nd St SE, Salem, OR 97302",YellowPages,"kirsten.brumant@cillc.us, garrison.grant@cillc.us, tiffany.bradley@cillc.us, user@domain.com, kristin.claire@cillc.us, byron.grant@cillc.us, alex.duty@cillc.us, michael.weidmann@cillc.us, sora.schutt@cillc.us, hello@cillc.us, logan.houser@cillc.us, troy.carter@cillc.us, robert.vanzandt@cillc.us, connie.vankauwenberg@cillc.us","Salem, OR",Interior Designers,0.0,M:0/T:0,Neutral
Rebecca Elliott Interior Design,https://www.yellowpages.com/springfield-mo/mip/rebecca-elliott-interior-design-563042066,(417) 840-6003,https://www.re-idesign.com/contact,"430 W Walnut St, Springfield, MO 65806",YellowPages,relliott@becreative.co,"Springfield, MO",Interior Designers,0.0,M:0/T:0,Neutral
Avant Interiors,https://www.yellowpages.com/springfield-mo/mip/avant-interiors-567273726,(417) 881-1588,https://www.417mag.com/businesses/avant-interiors/?__hstc=159929122.6fa385653ecd7c9674ba06f08984886d.1650326400083.1650326400084.1650326400085.1&__hssc=159929122.1.1650326400086&__hsfp=251053892,"600 W College St, Springfield, MO 65806",YellowPages,"nicki@417mag.com, kathy@417mag.com, ekingham@417mag.com, jordan@417mag.com, katie@417mag.com, brandon@417mag.com, dori@417mag.com, kaylin@417mag.com, accounting@417mag.com, lslagle@417mag.com, amitchell@417mag.com, sarlt@417mag.com, sarah@417mag.com, jthomas@417mag.com, logan@417mag.com, bbell@417mag.com, mckenzie@417mag.com, bernadette@417mag.com, mjohnson@417mag.com, evanfosson@417mag.com, kstclair@417mag.com, jblomquist@417mag.com","Springfield, MO",Interior Designers,0.0,M:1/T:1,Neutral
Smith & Noble,https://www.yellowpages.com/corona-ca/mip/smith-noble-546251952,(951) 734-4444,http://www.smithandnoble.com,"1181 California Ave Ste 145, Corona, CA 92881",YellowPages,"Tothetrade@3day.com, remove@3day.com, contactus@smithnoble.com","Corona, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Organic Bottle Decorating Company,https://www.yellowpages.com/corona-ca/mip/organic-bottle-decorating-company-572022163,(949) 842-1458,https://www.zionpack.com,"1695 California Ave, Corona, CA 92881",YellowPages,"shipping@zionpack.com, sales@zionpack.com, accounting@zionpack.com, support@zionpack.com, info@zionpack.com, cs@zionpack.com","Corona, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Interior Accents,https://www.yellowpages.com/corona-ca/mip/interior-accents-2766347,(951) 277-5804,http://www.interioraccents.net,"2785 Cabot Dr, Corona, CA 92883",YellowPages,murrieta@interioraccents.net,"Corona, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Capitol Color Consultants,https://www.yellowpages.com/alexandria-va/mip/capitol-color-consultants-4848811,(703) 370-5111,http://www.flickr.com/photos/capitolcolor,"Alexandria, VA 22304",YellowPages,c.schuyler@verizon.net,"Alexandria, VA",Interior Designers,0.0,M:0/T:0,Neutral
Dominion Design Associates,https://www.yellowpages.com/alexandria-va/mip/dominion-design-associates-12944797,(703) 683-0263,https://www.dominiondesignassociates.com,"201 N Fairfax St, Alexandria, VA 22314",YellowPages,info@dominiondesignassociates.com,"Alexandria, VA",Interior Designers,0.0,M:0/T:0,Neutral
Munson Drafting Service,https://www.yellowpages.com/kent-wa/mip/munson-drafting-service-466386640,(253) 414-3101,http://www.chiefapprentice.com,"4326 S 272nd St, Kent, WA 98032",YellowPages,"a9b28696520f466d8cf1e3ee93c2f552@isotracker.com, 10cde4912e1f421293690f450b177b7c@isotracker.com","Kent, WA",Interior Designers,0.0,M:0/T:0,Neutral
McClincy's Home Decorating,https://www.yellowpages.com/maple-valley-wa/mip/mcclincys-home-decorating-17045259,(425) 432-6161,https://www.mcclincys.com,"19409 Renton Maple Valley Rd SE, Maple Valley, WA 98038",YellowPages,info@mcclincys.com,"Kent, WA",Interior Designers,0.0,M:0/T:0,Neutral
Aire Designs,https://www.yellowpages.com/carrollton-tx/mip/aire-designs-524812993,(972) 939-6003,http://www.airedesigns.com,"1521 Chesterfield Dr, Carrollton, TX 75007",YellowPages,billie@airedesigns.com,"Carrollton, TX",Interior Designers,0.0,M:0/T:0,Neutral
Guardian Construction,https://www.yellowpages.com/carrollton-tx/mip/guardian-construction-468776106,(214) 340-1819,http://www.guardianconst.com,"1800 Trinity Valley Dr, Carrollton, TX 75006",YellowPages,support@guardianconst.com,"Carrollton, TX",Interior Designers,0.0,M:0/T:0,Neutral
Studio Home,https://www.yellowpages.com/columbia-mo/mip/studio-home-9598295,(573) 445-4122,http://www.studiohomeinteriors.com,"1029 E Walnut St, Columbia, MO 65201",YellowPages,showroom@studiohomeinteriors.com,"Columbia, MO",Interior Designers,0.0,M:0/T:0,Neutral
Pact Design Studio,https://www.yellowpages.com/bryan-tx/mip/pact-design-studio-577670029,(979) 704-6894,http://pactdesignstudio.com,"209 S Main St, Bryan, TX 77803",YellowPages,info@pactdesignstudio.com,"College Station, TX",Interior Decorators,0.0,M:0/T:0,Neutral
Embellished Scent Candles,https://www.yellowpages.com/college-station-tx/mip/embellished-scent-candles-482423620,(979) 402-0189,http://embellishedscentcandles.localsearch.com,"2500 Central Park Ln, College Station, TX 77840",YellowPages,divamombay37@gmail.com,"College Station, TX",Interior Decorators,0.0,M:0/T:0,Neutral
Haridoss Interior,https://www.yellowpages.com/fresno-ca/mip/haridoss-interior-552252442,(559) 283-8984,http://avhinteriors.com,"5658 N Bond St, Fresno, CA 93710",YellowPages,office@avhinteriors.com,"Clovis, CA",Interior Designers,0.0,M:0/T:0,Neutral
Valerie Leong Design Studio,https://www.yellowpages.com/fresno-ca/mip/valerie-leong-design-studio-505706595,(559) 286-8089,http://valerieleong.com/contact.html,"5730 North First Street Suite #105-229, Fresno, CA 93710",YellowPages,valerie@valerieleong.com,"Clovis, CA",Interior Designers,0.0,M:0/T:0,Neutral
The Innergreen Inc,https://www.yellowpages.com/fresno-ca/mip/the-innergreen-inc-574225099,(559) 432-0484,https://www.innergreen.com,"90 E Escalon Ave, Fresno, CA 93710",YellowPages,sales@innergreen.com,"Clovis, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Keller Interiors Inc,https://www.yellowpages.com/north-charleston-sc/mip/keller-interiors-inc-470027259,(843) 718-1331,https://www.kellerinteriors.com/location/charleston,"3240 Goodiron Way, North Charleston, SC 29418",YellowPages,"IbrahimaSeck@kellerinteriors.com, RodneyMeadows@kellerinteriors.com, NicoleSbashnig@kellerinteriors.com, carolinewinters@kellerinteriors.com, garybrilhante@kellerinteriors.com","North Charleston, SC",Interior Designers,0.0,M:0/T:0,Neutral
Riverside Designers Inc,https://www.yellowpages.com/charleston-sc/mip/riverside-designers-inc-2336629,(843) 377-2600,http://www.riversidedesigners.com,"11 Isabella St Apt B, Charleston, SC 29403",YellowPages,"info@riversidedesigners.com, hello@riversidedesigners.com, user@domain.com","North Charleston, SC",Interior Designers,0.0,M:0/T:0,Neutral
Sunshine Interiors,https://www.yellowpages.com/lakeland-fl/mip/sunshine-interiors-4654086,(863) 644-5500,http://www.sunshineinterior.com,"2810 Drane Field Rd, Lakeland, FL 33811",YellowPages,"dino@sunshineinterior.com, info@sunshineinterior.com","Lakeland, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Kynd Design Co.,https://www.yellowpages.com/lakeland-fl/mip/kynd-design-co-574893059,(863) 670-7362,http://kynddesign.co,"Lakeland, FL 33815",YellowPages,hello@kynddesign.co,"Lakeland, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Florida Home Designs Inc,https://www.yellowpages.com/lakeland-fl/mip/florida-home-designs-inc-465714021,(863) 646-1100,http://www.rnunezhomes.com,"140 Fitzgerald Rd, Lakeland, FL 33813",YellowPages,"jeanine@rnunezhomes.com, corp@rnunezhomes.com, corp@flahomedesigns.com, jsn456@aol.com, lakelandhomesales@gmail.com, jsn456@gmail.com, joyce@rnunezhomes.com","Lakeland, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Dream House Interiors,https://www.yellowpages.com/thousand-oaks-ca/mip/dream-house-interiors-9900344,(805) 557-0808,http://dreamhouseinteriors.localsearch.com,"2728 E Thousand Oaks Blvd, Thousand Oaks, CA 91362",YellowPages,farzaneh.degani@dreamhouse-interiors.com,"Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
Innerspace Interiors,https://www.yellowpages.com/thousand-oaks-ca/mip/innerspace-interiors-493544311,(805) 494-1350,http://www.innerspaceinteriors.net,"2888 E Thousand Oaks Blvd, Thousand Oaks, CA 91362",YellowPages,info@innerspaceinteriors.net,"Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
Alderman Bushe' Interiors,https://www.yellowpages.com/thousand-oaks-ca/mip/alderman-bushe-interiors-515257251,(805) 498-5588,http://aldermanbusheinteriors.com,"1881 E Thousand Oaks Blvd, Thousand Oaks, CA 91362",YellowPages,"christine@aldermanbusheinteriors.com, cobi@aldermanbusheinteriors.com, info@aldermanbusheinteriors.com","Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
"Janice Peters, Distinctive Decor",https://www.yellowpages.com/thousand-oaks-ca/mip/janice-peters-distinctive-decor-574090357,(805) 506-4150,https://d-decor.com/contact,"1560 Newbury Rd Ste 1, Thousand Oaks, CA 91320",YellowPages,designsbyjanice@me.com,"Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
Lotus Event Decor,https://www.yellowpages.com/simi-valley-ca/mip/lotus-event-decor-577886531,(818) 405-6643,http://www.lotuseventdecor.com,"1783 Cochran St, Simi Valley, CA 93065",YellowPages,hollywoodblooms1@gmail.com,"Thousand Oaks, CA",Interior Designers,0.0,M:2/T:2,Neutral
Kevin O'Connor Design,https://www.yellowpages.com/simi-valley-ca/mip/kevin-oconnor-design-511632558,(818) 400-2124,http://www.kevinoconnordesign.com,"4590 Fort Worth Dr, Simi Valley, CA 93063",YellowPages,kevin@kevinoconnordesign.com,"Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
Interior Design Group,https://www.yellowpages.com/westlake-village-ca/mip/interior-design-group-540150643,(805) 371-1110,http://jdiamondinteriors.com,"3625 E Thousand Oaks Blvd Ste 207, Westlake Village, CA 91362",YellowPages,"interiordesigngrp@gmail.com, inquire@zdigital.com","Thousand Oaks, CA",Interior Designers,0.0,M:0/T:0,Neutral
Innerspace Design Inc,https://www.yellowpages.com/ann-arbor-mi/mip/innerspace-design-inc-1112538,(734) 662-1133,https://www.innerspacedesign.biz,"2101 Jackson Ave, Ann Arbor, MI 48103",YellowPages,"stephanie@innerspacedesign.biz, hroverhiser@gmail.com, betsy@innerspacedesign.biz, abbey@innerspacedesign.biz, melissa@innerspacedesign.biz, emily@innerspacedesign.biz, info@mysite.com","Ann Arbor, MI",Interior Designers,0.0,M:1/T:1,Neutral
A 3 C,https://www.yellowpages.com/ann-arbor-mi/mip/a-3-c-536973813,(734) 663-1910,https://www.a3c.com,"115 1/2 E Liberty St, Ann Arbor, MI 48104",YellowPages,Marketing@A3C.com,"Ann Arbor, MI",Interior Designers,0.0,M:0/T:0,Neutral
LuXe Interiors,https://www.yellowpages.com/ann-arbor-mi/mip/luxe-interiors-557607126,(734) 585-0607,https://www.luxeannarbor.com,"2141 S State St, Ann Arbor, MI 48104",YellowPages,"eric@luxeannarbor.com, e.mccroan@yahoo.com","Ann Arbor, MI",Interior Designers,0.0,M:0/T:0,Neutral
Momus Inc,https://www.yellowpages.com/ann-arbor-mi/mip/momus-inc-4222629,(734) 998-0098,http://www.momusinc.com,"106 S Main St, Ann Arbor, MI 48104",YellowPages,todd@momusinc.com,"Ann Arbor, MI",Interior Designers,0.0,M:0/T:0,Neutral
Habitatery Inc,https://www.yellowpages.com/ann-arbor-mi/mip/habitatery-inc-579698361,(734) 369-6993,http://habitatery.com/about/contact.php,"1250 N Main St, Ann Arbor, MI 48104",YellowPages,"quotes@habitatery.com, communications@habitatery.com, Communications@HABITATERY.com, user@domain.com","Ann Arbor, MI",Interior Designers,0.0,M:0/T:0,Neutral
Madewell & Associates Interiors,https://www.yellowpages.com/tulsa-ok/mip/madewell-associates-interiors-5563083?lid=1001637534449,(918) 492-0598,http://www.madewellarchitects.com,"5314 S Yale Ave, Tulsa, OK 74135",YellowPages,"Info@MadewellArchitects.com, info@madewellarchitects.com","Broken Arrow, OK",Interior Designers,0.0,M:0/T:0,Neutral
Home Decor International Inc,https://www.yellowpages.com/broken-arrow-ok/mip/home-decor-international-inc-545810387,(800) 591-4235,http://www.cowhidesinternational.com,"19122 E 91st St, Broken Arrow, OK 74012",YellowPages,homedecorintl@cox.net,"Broken Arrow, OK",Interior Designers,0.0,M:4/T:4,Neutral
K-Designers - Home Remodeling Leader,https://www.yellowpages.com/billings-mt/mip/k-designers-home-remodeling-leader-465814849,(877) 847-0841,https://www.k-designers.com/billings-montana-branch,"2480 Overland Ave, Billings, MT 59102",YellowPages,"Estimate@K-Designers.com, estimate@k-designers.com","Billings, MT",Interior Designers,0.0,M:0/T:0,Neutral
2 Sisters Design,https://www.yellowpages.com/billings-mt/mip/2-sisters-design-531133822,(406) 697-9482,https://thebuildermarket.com/pros/2-sisters-design-989cf8a3,"3423 Timberline Dr, Billings, MT 59102",YellowPages,helpful@thebuildermarket.com,"Billings, MT",Interior Designers,0.0,M:0/T:0,Neutral
Ashley Interiors,https://www.yellowpages.com/high-point-nc/mip/ashley-interiors-455828882,(336) 889-7573,http://www.braxtonculler.com,"310 S Elm St, High Point, NC 27260",YellowPages,webinquiries@braxtonculler.com,"High Point, NC",Interior Decorators,0.0,M:1/T:1,Neutral
John Richard Collection,https://www.yellowpages.com/high-point-nc/mip/john-richard-collection-11702187,(336) 841-6106,https://www.johnrichard.com/contact-us,"200 Steele St, High Point, NC 27260",YellowPages,info@johnrichard.com,"High Point, NC",Interior Decorators,0.0,M:0/T:0,Neutral
Fletcher Design Consultants,https://www.yellowpages.com/league-city-tx/mip/fletcher-design-consultants-524754390,(281) 824-0444,http://www.fletcherdesignconsultants.com,"2006 Winding Springs Dr, League City, TX 77573",YellowPages,"goals.info@FletcherDesignConsultants.com, info@fletcherdesignconsultants.com, info@FletcherDesignConsultants.com","League City, TX",Interior Designers,0.0,M:0/T:0,Neutral
Interiors By Design,https://www.yellowpages.com/league-city-tx/mip/interiors-by-design-486579295,(713) 882-4379,https://interiorsbydesignleaguecity.com/contact-interiors-by-design.html,"418 Deer Fern Dr, League City, TX 77573",YellowPages,your.email@domain.com,"League City, TX",Interior Designers,0.0,M:0/T:0,Neutral
DSI Studios,https://www.yellowpages.com/pompano-beach-fl/mip/dsi-studios-553607327,(954) 908-3053,https://www.dsistudiosinc.com,"2530 NW 16th Ln, Pompano Beach, FL 33064",YellowPages,dsistudiosinc@gmail.com,"Pompano Beach, FL",Interior Designers,0.0,M:0/T:0,Neutral
A Design International,https://www.yellowpages.com/pompano-beach-fl/mip/a-design-international-545347785,(954) 566-7557,http://designinternational.com,"PO Box 667287, Pompano Beach, FL 33066",YellowPages,"margeaux.santarelli@designinternational.com, milan@designinternational.com, eduardo.vazquez@designinternational.com, user@domain.com, london@designinternational.com, marketing@designinternational.com, hearan.kim@designinternational.com, careers@designinternational.com","Pompano Beach, FL",Interior Designers,0.0,M:0/T:0,Neutral
Bambach Interiors,https://www.yellowpages.com/pompano-beach-fl/mip/bambach-interiors-523502841,(786) 291-4023,http://www.bambachinteriors.com,"1939 W Copans Rd, Pompano Beach, FL 33064",YellowPages,bambachinteriors@gmail.com,"Pompano Beach, FL",Interior Designers,0.0,M:0/T:0,Neutral
Rod Runners,https://www.yellowpages.com/seminole-fl/mip/rod-runners-1023826?lid=1002194079689,(727) 547-3253,http://www.rodrunners.com,"7671 Starkey Rd, Seminole, FL 33777",YellowPages,"rodrunnersinc@gmail.com, your@email.com","Clearwater, FL",Interior Designers,0.0,M:3/T:3,Neutral
DASI Innovations,https://www.yellowpages.com/clearwater-fl/mip/dasi-innovations-554939370,(727) 761-6717,https://www.dasiinnovations.com,"1670 N Hercules Ave, Clearwater, FL 33765",YellowPages,"dasisourcing@gmail.com, johnsmith@example.com","Clearwater, FL",Interior Designers,0.0,M:1/T:1,Neutral
Equinox Interiors Inc,https://www.yellowpages.com/clearwater-fl/mip/equinox-interiors-inc-515141510,(727) 647-6113,https://www.equinoxinteriors.net/about,"116 N Orion Ave, Clearwater, FL 33765",YellowPages,equinox.interiors@live.com,"Clearwater, FL",Interior Designers,0.0,M:2/T:2,Neutral
Details by Others,https://www.yellowpages.com/salt-lake-city-ut/mip/details-by-others-480698822?lid=1000599585816,(801) 884-2666,http://details-by-others.com,"779 S 200 E, Salt Lake City, UT 84111",YellowPages,"heather@details-by-others.com, Colette@Details-By-Others.com, showroom@Details-By-Others.com, showroom@details-by-others.com","West Jordan, UT",Interior Designers,0.0,M:0/T:0,Neutral
Foremost Interiors,https://www.yellowpages.com/south-salt-lake-ut/mip/foremost-interiors-2008835,(801) 506-0512,http://foremostinteriors.com,"3365 S 300 W, South Salt Lake, UT 84115",YellowPages,"matt@foremostinteriors.com, Mark@foremostinteriors.com, Taylor@foremostinteriors.com, sales@foremostinteriors.com, emily@foremostinteriors.com, Joanne@foremostinteriors.com, gabi@foremostinteriors.com","West Jordan, UT",Interior Designers,0.0,M:0/T:0,Neutral
Incredible Dwellings,https://www.yellowpages.com/salt-lake-city-ut/mip/incredible-dwellings-574950202,(801) 879-5387,https://incredibledwelling.com,"1676 S 700 W, Salt Lake City, UT 84104",YellowPages,"info@incredibledwellingsandbeyond.com, abuse@company.site","West Jordan, UT",Interior Designers,0.0,M:0/T:0,Neutral
Accents,https://www.yellowpages.com/new-braunfels-tx/mip/accents-17060705,(830) 629-2414,http://www.accentsnb.com,"951 Landa St, New Braunfels, TX 78130",YellowPages,"lynn@accentsnb.com, user@domain.com","New Braunfels, TX",Interior Designers,0.0,M:0/T:0,Neutral
Sch̦n Interiors,https://www.yellowpages.com/new-braunfels-tx/mip/schn-interiors-577302582,(830) 312-7133,http://www.schoninteriors.com,"4571 Fm 1102, New Braunfels, TX 78132",YellowPages,info@schoninteriors.com,"New Braunfels, TX",Interior Designers,0.0,M:0/T:0,Neutral
Currents Decor And Design,https://www.yellowpages.com/new-braunfels-tx/mip/currents-decor-and-design-545944240,(830) 302-7733,https://currentsdecoranddesign.com,"364 E San Antonio St, New Braunfels, TX 78130",YellowPages,yvette.ehartpeterson@gmail.com,"New Braunfels, TX",Interior Designers,0.0,M:0/T:0,Neutral
Burton Interior,https://www.yellowpages.com/new-braunfels-tx/mip/burton-interior-545396740,(830) 387-4185,"https://web.sanantonioagc.org/Division-05-Metals/Burton-Interior-Systems,-LLC-377","1599 Arndt Rd, New Braunfels, TX 78130",YellowPages,"munoz@sanantonioagc.org, mcmurry@sanantonioagc.org, info@sanantonioagc.org","New Braunfels, TX",Interior Designers,0.0,M:0/T:0,Neutral
Stage Your Space,https://www.yellowpages.com/nationwide/mip/stage-your-space-576615485?lid=1002185569065,(816) 207-2145,http://stageyourspaceut.com,Serving theProvo Area,YellowPages,stageyourspaceutah@gmail.com,"Provo, UT",Interior Designers,0.0,M:0/T:0,Neutral
Jewkes Design,https://www.yellowpages.com/provo-ut/mip/jewkes-design-571606278,(801) 383-2815,https://jewkesdesign.com/contact-us,"250 W Center St, Provo, UT 84601",YellowPages,"%20hello@jewkesdesign.com, hello@jewkesdesign.com","Provo, UT",Interior Designers,0.0,M:0/T:0,Neutral
Designer Home Interiors,https://www.yellowpages.com/spanish-fork-ut/mip/designer-home-interiors-21949725,(801) 798-3135,http://www.dhifloors.com,"701 S Main St, Spanish Fork, UT 84660",YellowPages,designerhomeinteriors@gmail.com,"Provo, UT",Interior Designers,0.0,M:0/T:0,Neutral
Custom Wood Beams,https://www.yellowpages.com/american-fork-ut/mip/custom-wood-beams-572137474,(801) 610-9710,https://customwoodbeams.com,"1325 S 500 E Ste 314, American Fork, UT 84003",YellowPages,sales@customwoodbeams.com,"Provo, UT",Interior Designers,0.0,M:0/T:0,Neutral
Gallagher Niemeier Interiors,https://www.yellowpages.com/evansville-in/mip/gallagher-niemeier-interiors-5741866?lid=1002028843014,(812) 422-3271,http://gallagherniemeierinteriors.localsearch.com,"1324 N Fares Ave, Evansville, IN 47711",YellowPages,R-Butcher@theclotheshorse.com,"Evansville, IN",Interior Designers,0.0,M:0/T:0,Neutral
Y Factor Studio,https://www.yellowpages.com/evansville-in/mip/y-factor-studio-465896906,(812) 453-9556,http://www.yfactorstudio.com,"Evansville, IN 47715",YellowPages,"jennifer@yfactorstudio.com, user@domain.com, Jennifer@yfactorstudio.com","Evansville, IN",Interior Designers,0.0,M:0/T:0,Neutral
"Brockman, Matthew J, PE",https://www.yellowpages.com/evansville-in/mip/brockman-matthew-j-pe-455501115,(812) 422-4187,http://haferdesign.com,"21 SE 3rd St, Evansville, IN 47708",YellowPages,username@example.com,"Evansville, IN",Interior Designers,0.0,M:0/T:0,Neutral
The Design Center,https://www.yellowpages.com/evansville-in/mip/the-design-center-458765485,(812) 474-4255,http://www.busenvir.com,"5611 E Morgan Ave, Evansville, IN 47715",YellowPages,busenvir@busenvir.com,"Evansville, IN",Interior Decorators,0.0,M:0/T:0,Neutral
Ansel Associates Inc,https://www.yellowpages.com/richmond-ca/mip/ansel-associates-inc-11360729,(510) 231-6126,https://www.museumgroup.com,"34 Washington Ave, Richmond, CA 94801",YellowPages,"amparo@yellowcow.net, admin@dcdanzig.com, laura@lauraroberts.com, jvolkert@sbcglobal.net, info@bergeronconsult.com, paul@orselli.net, dellis@mos.org, user@domain.com, marsha.semmel@gmail.com, anne@annebutterfieldcompany.com, Eorantes.consulting@gmail.com, btuttle@metstrategies.com, Anne@AnneButterfieldCompany.com, Kelan10@att.net, Barbara@barbarameyerson.com, judy.rand@mac.com, mkirchman@objectidea.com, bhenry@transformingmuseums.com, dfrankel2747@gmail.com","Richmond, CA",Interior Designers,0.0,M:0/T:0,Neutral
Be Home Decor,https://www.yellowpages.com/san-pablo-ca/mip/be-home-decor-537918935,(510) 848-5060,https://behome.com/pages/contact-us,"1065 Broadway Ave, San Pablo, CA 94806",YellowPages,hello@behome.com,"Richmond, CA",Interior Designers,0.0,M:1/T:1,Neutral
Design to Show,https://www.yellowpages.com/hercules-ca/mip/design-to-show-547064153,(415) 713-8049,https://www.designtoshow.com,"1511 Sycamore Ave, Hercules, CA 94547",YellowPages,info@designtoshow.com,"Richmond, CA",Interior Designers,0.0,M:0/T:0,Neutral
Visual Harmony,https://www.yellowpages.com/el-cerrito-ca/mip/visual-harmony-472174598,(510) 206-6429,https://visualharmonyinteriors.com,"828 Shevlin Dr, El Cerrito, CA 94530",YellowPages,carrie.yoshida@comcast.net,"Richmond, CA",Interior Designers,0.0,M:0/T:0,Neutral
Outline General Contractors,https://www.yellowpages.com/el-cerrito-ca/mip/outline-general-contractors-577688374,(510) 253-0420,http://outlinegci.com,"10362 San Pablo Ave, El Cerrito, CA 94530",YellowPages,info@outlinegci.com,"Richmond, CA",Interior Decorators,0.0,M:0/T:0,Neutral
