company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Luxury Custom Home Design & Build Firm in Texas,,,https://www.artdecodesignerhomes.com/,,Google,"hello@artdecodesignerhomes.com, ID@artdecodesignerhomes.com","Cedar Hill, Texas","Interior Designers in Cedar Hill, Texas",4.0,M:4/T:0,Modern/Abstract
Cedar Hill Texas Regional Modern,,,https://chambersarchitects.com/modern-custom-home-design/cedar-hill-texas-regional-modern/,,Google,"steve@chambersarchitects.com, schambers@chambersarchitects.com","Cedar Hill, Texas","Interior Designers in Cedar Hill, Texas",7.0,M:9/T:2,Modern/Abstract
"Interior Decorator near Niagara Falls, NY",,,https://www.bbb.org/us/ny/niagara-falls/category/interior-decorator,,Google,"dcarlson@upstatenybbb.org, info@centraltx.bbb.org, business@centraltx.bbb.org, info@upstatenybbb.org, info@fortworth.bbb.org","Niagara Falls, New York","Interior Designers in Niagara Falls, New York",1.0,M:1/T:0,Modern/Abstract
LCH Interiors | Laura Hawk | Interior Design – LCH Interiors ...,,,https://lchinteriordesigns.com/,,Google,lcquin3@yahoo.com,"Dublin, Ohio","Interior Designers in Dublin, Ohio",1.0,M:1/T:0,Modern/Abstract
Freshwater Interior Design,,,https://freshwaterdesignbuild.com/,,Google,hello@freshwaterdesignbuild.com,"Mooresville, North Carolina","Interior Designers in Mooresville, North Carolina",1.0,M:1/T:0,Modern/Abstract
Melissa Rieser Interior Design | Lake Norman & NC Homes,,,https://melissarieser.com/,,Google,"studio@melissarieser.com, john.doe@example.com","Mooresville, North Carolina","Interior Designers in Mooresville, North Carolina",4.0,M:5/T:1,Modern/Abstract
"Sutton Place Design: Custom Home Design, Build, and ...",,,https://suttonplacedesign.com/,,Google,suttonplaceals@gmail.com,"Mooresville, North Carolina","Interior Designers in Mooresville, North Carolina",19.0,M:20/T:1,Modern/Abstract
"Interior Designer Sacramento, CA",,,https://skylinebuildinc.com/interior-designer,,Google,"youremail@gmail.com, info@skylinebuildinc.com","North Highlands, California","Interior Designers in North Highlands, California",1.0,M:1/T:0,Modern/Abstract
Interior Design - UF Catalog - University of Florida,,,https://catalog.ufl.edu/UGRD/colleges-schools/UGDCP/IND_BDES/,,Google,mmatckie@dcp.ufl.edu,"University, Florida","Interior Designers in University, Florida",1.0,M:1/T:0,Modern/Abstract
Department of Interior Architecture,,,https://carta.fiu.edu/interiors/,,Google,"kperry@fiu.edu, ekedan@fiu.edu, sam.moshaver@fiu.edu, mmihalik@fiu.edu, craynaud@fiu.edu, pabbott@fiu.edu, mtorresr@fiu.edu, npoliard@fiu.edu, maortega@fiu.edu, krothfie@fiu.edu, natmolin@fiu.edu, tguimara@fiu.edu, nnedev@fiu.edu, ttorr034@fiu.edu, yi@mddesignspace.com, Managerzhirlema@fiu.edu, hbernste@Pratt.edu, john.naranjo@arcadis.com, emuino@fiu.edu, hdeharo@fiu.edu, gluaces@fiu.edu, zhirlema@fiu.edu, mshim@fiu.edu, okuschei@fiu.edu, rmontero@fiu.edu","University, Florida","Interior Designers in University, Florida",1.0,M:1/T:0,Modern/Abstract
Sara Hillery Interior Design,,,https://www.sarahillery.com/,,Google,"sara@sarahillery.com, user@domain.com, info@sarahillery.com","Tuckahoe, Virginia","Interior Designers in Tuckahoe, Virginia",1.0,M:2/T:1,Modern/Abstract
"Titusville, FL contemporary interior designer",,,https://spinazzolaconstruction.com/contemporary-interior-designer/Titusville-FLORIDA/,,Google,spinazzolaconstruction@gmail.com,"Titusville, Florida","Interior Designers in Titusville, Florida",15.0,M:16/T:1,Modern/Abstract
Modern Designs,,,https://www.moderndesignsllp.com/,,Google,"ModernDesignsllp@gmail.com, moderndesignsllp@gmail.com","Minot, North Dakota","Interior Designers in Minot, North Dakota",7.0,M:7/T:0,Modern/Abstract
"Margaux Groves Interior Design LLC | Bothell, WA",,,https://www.margauxgrovesinteriordesign.com/,,Google,"info@margauxgrovesinteriordesign.com, Info@margauxgrovesinteriordesign.com","Bothell, Washington","Interior Designers in Bothell, Washington",11.0,M:11/T:0,Modern/Abstract
"DW Design Group, Inc.",,,https://www.dwdesigngroup.net/,,Google,"info@dwdesigngroup.net, user@domain.com, dwd@dwdesigngroup.net","Burleson, Texas","Interior Designers in Burleson, Texas",3.0,M:8/T:5,Modern/Abstract
Blakely Interior Design | Rhode Island Interior Designer,,,https://www.blakelyinteriordesign.com/,,Google,"hello@blakelyinteriordesign.com, user@domain.com","East Providence, Rhode Island","Interior Designers in East Providence, Rhode Island",2.0,M:2/T:0,Modern/Abstract
"MARB Design - Interior Design Studio, Orange County",,,https://marbdesign.com/,,Google,info@marbdesign.com,"Brea, California","Interior Designers in Brea, California",5.0,M:8/T:3,Modern/Abstract
"Interior Design Services in Potomac, MD",,,https://www.lorlastudio.com/services-potomac-md,,Google,"projects@lorlastudio.com, example@mysite.com, hello@lorlastudio.com","Potomac, Maryland","Interior Designers in Potomac, Maryland",2.0,M:3/T:1,Modern/Abstract
Poplar Creek Interiors - Luxury Interior Design South ...,,,https://www.poplarcreekinteriors.com/,,Google,"hello@poplarcreekinteriors.com, poplarcreekinteriors@gmail.com, user@domain.com","Sicklerville, New Jersey","Interior Designers in Sicklerville, New Jersey",1.0,M:1/T:0,Modern/Abstract
Interior Design Orlando | Inspired Interior Design | Angela ...,,,https://angelaneel.com/?srsltid=AfmBOoomAZt5M_-wpGaoORKw6qx9GUV2h2onDfef5gzPUxc6IPrda76G,,Google,"natalia@angelaneel.com, info@angelaneel.com, angela@angelaneel.com","Ocoee, Florida","Interior Designers in Ocoee, Florida",1.0,M:1/T:0,Modern/Abstract
"Orlando, Winter Park & Windermere Interior Design",,,https://www.morroneinteriors.com/,,Google,"info@morroneinteriors.com, user@domain.com","Ocoee, Florida","Interior Designers in Ocoee, Florida",1.0,M:1/T:0,Modern/Abstract
"Studio Palomino | Big Island, Hawaii Interior Design",,,https://www.studio-palomino.com/,,Google,"barbie@studio-palomino.com, hello@studio-palomino.com, christina@cattarinipr.com","Hilo, Hawaii","Interior Designers in Hilo, Hawaii",2.0,M:2/T:0,Modern/Abstract
Emily Moss Designs,,,https://emilymossdesigns.com/,,Google,"hello@emilymossdesigns.com, user@domain.com","Fort Pierce, Florida","Interior Designers in Fort Pierce, Florida",2.0,M:2/T:0,Modern/Abstract
Interior Design Services | Tranquil Designs – Raleigh & Wake ...,,,https://www.tranquil-designs.com/,,Google,"info@tranquil-designs.com, 8c4075d5481d476e945486754f783364@sentry.io, deri@tranquil-designs.com","Wake Forest, North Carolina","Interior Designers in Wake Forest, North Carolina",1.0,M:1/T:0,Modern/Abstract
Amy Joyce Designs,,,https://www.amyjoycedesigns.com/,,Google,"amy@amyjoycedesigns.com, user@domain.com","Rockwall, Texas","Interior Designers in Rockwall, Texas",1.0,M:1/T:0,Modern/Abstract
"Maven Design House: Interior Design Services Rockwall, TX",,,https://mavendesignhouse.com/,,Google,kevyn.yudizky@gmail.com,"Rockwall, Texas","Interior Designers in Rockwall, Texas",1.0,M:1/T:0,Modern/Abstract
Dawn Reeves Design,,,https://www.dawnreevesdesign.com/,,Google,"dawn@dawnreevesdesign.com, user@domain.com","Elmhurst, Illinois","Interior Designers in Elmhurst, Illinois",1.0,M:1/T:0,Modern/Abstract
Expert Interior Designer & Remodeling Solutions,,,https://surroundyou.me/,,Google,"Info@SurroundYou.me, Info@Surroundyou.me","Morgan Hill, California","Interior Designers in Morgan Hill, California",3.0,M:3/T:0,Modern/Abstract
"Keller, Texas - Luxury Home Interiors",,,https://monicamccaskill.com/areas-we-serve/keller/,,Google,monica@monicamccaskill.com,"Keller, Texas","Interior Designers in Keller, Texas",1.0,M:1/T:0,Modern/Abstract
Michelle Boudreau Design - Palm Springs Interior Designer,,,https://michelleboudreaudesign.com/,,Google,hello@michelleboudreaudesign.com,"Palm Springs, California","Interior Designers in Palm Springs, California",2.0,M:3/T:1,Modern/Abstract
"Architects & Interior Designers Palm Springs, California -",,,https://www.robmillsarchitects.com/us/california/palm-springs,,Google,contact@robmills.com.au,"Palm Springs, California","Interior Designers in Palm Springs, California",1.0,M:1/T:0,Modern/Abstract
Premier Interior Design Services In Woodbridge,,,https://sheastudio.com/interior-design-woodbridge/,,Google,office@sheastudio.com,"Lake Ridge, Virginia","Interior Designers in Lake Ridge, Virginia",6.0,M:10/T:4,Modern/Abstract
Alena Capra Design,,,https://www.alenacapradesigns.com/,,Google,alena@alenacapradesigns.com,"North Lauderdale, Florida","Interior Designers in North Lauderdale, Florida",1.0,M:2/T:1,Modern/Abstract
"Residential Interior Design near West Lafayette, IN",,,https://www.bbb.org/us/in/west-lafayette/category/residential-interior-design,,Google,"jdailey@indybbb.org, jadamany@indybbb.org, info@centraltx.bbb.org, business@centraltx.bbb.org, info@indybbb.org, info@fortworth.bbb.org","West Lafayette, Indiana","Interior Designers in West Lafayette, Indiana",2.0,M:2/T:0,Modern/Abstract
Henley — New England Interior Design Studio,,,https://www.henley.design/,,Google,"press@henley.design, careers@HENLEY.DESIGN, careers@henley.design, PRESS@HENLEY.DESIGN, inquiries@henley.design","Salem, Massachusetts","Interior Designers in Salem, Massachusetts",1.0,M:1/T:0,Modern/Abstract
Rohnert Park Architectural Designer,,,https://www.sdlresidential.com/sonoma-county/rohnert-park,,Google,"Lowe@SDLresidential.com, lowe@sdlresidential.com, user@domain.com","Rohnert Park, California","Interior Designers in Rohnert Park, California",10.0,M:10/T:0,Modern/Abstract
Two Hands Interiors,,,https://www.twohandsinteriors.com/,,Google,"Rachel@twohandsinteriors.com, purchasing@twohandsinteriors.com, bryn@twohandsinteriors.com, karen@twohandsinteriors.com, marketing@twohandsinteriors.com, user@domain.com, magan@twohandsinteriors.com, hello@twohandsinteriors.com","Lombard, Illinois","Interior Designers in Lombard, Illinois",1.0,M:1/T:0,Modern/Abstract
"Expert Interior Office Design, Building and Furnishing - Key ...",,,https://www.keyinteriors.us/,,Google,"jimh@keyinteriors.us, dan@keyinteriors.us, stephen@keyinteriors.us, terry@keyinteriors.us, tim@keyinteriors.us, andrew@keyinteriors.us, paul@keyinteriors.us, debby@keyinteriors.us, jess@keyinteriors.us, ron@keyinteriors.us, diane@keyinteriors.us, bob@keyinteriors.us, adam@keyinteriors.us, anthony@keyinteriors.us, jay@keyinteriors.us, jerry@keyinteriors.us, jeffdeane@keyinteriors.us, katherine@keyinteriors.us, amber@keyinteriros.us","Lombard, Illinois","Interior Designers in Lombard, Illinois",2.0,M:2/T:0,Modern/Abstract
Turn Key Designs - Lombard Chamber of Commerce,,,https://business.lombardchamber.com/list/member/turn-key-designs-3086,,Google,"info@lombardchamber.com, youremail@domain.com","Lombard, Illinois","Interior Designers in Lombard, Illinois",1.0,M:1/T:0,Modern/Abstract
Corinne Victoria Design - Full-Service Interior Design in ...,,,https://www.corinnevictoriadesign.com/,,Google,"info@corinnevictoriadesign.com, user@domain.com","Burke, Virginia","Interior Designers in Burke, Virginia",1.0,M:4/T:3,Modern/Abstract
Interior Architecture & Design for Distinctive Living,,,https://studio818.design/,,Google,letschat@studio818.design,"Oakland Park, Florida","Interior Designers in Oakland Park, Florida",4.0,M:4/T:0,Modern/Abstract
California Contemporary New Build in Campbell,,,https://www.memmointeriors.com/home/california-contemporary-new-build-campbell,,Google,"rosanna@memmointeriors.com, user@domain.com","Campbell, California","Interior Designers in Campbell, California",2.0,M:3/T:1,Modern/Abstract
Foundry House | MN Based Interior Design Firm,,,https://foundryhouse.net/,,Google,hello@foundryhouse.net,"Mankato, Minnesota","Interior Designers in Mankato, Minnesota",1.0,M:1/T:0,Modern/Abstract
"Interiors for the Berkshires, Litchfield & New England | William ...",,,https://williamcaligari.com/,,Google,"william@williamcaligari.com, William@WilliamCaligari.com","Pittsfield, Massachusetts","Interior Designers in Pittsfield, Massachusetts",1.0,M:1/T:0,Modern/Abstract
Eye for Pretty | San Francisco | Interior Design,,,https://www.eyeforpretty.com/,,Google,"nicole@eyeforpretty.com, email@example.com","Danville, California","Interior Designers in Danville, California",2.0,M:2/T:0,Modern/Abstract
Interior Design Services | Diablo Design Group,,,https://www.diablodesigngroup.com/,,Google,diablodesigngroup@gmail.com,"Danville, California","Interior Designers in Danville, California",1.0,M:1/T:0,Modern/Abstract
TAYLORED INTERIORS,,,https://www.tayloredinteriorsnh.com/,,Google,"taylored.interiors@comcast.net, Taylored.Interiors@comcast.net, user@domain.com, Taylored.Interiors@outlook.com, taylored.interiors@outlook.com","Concord, New Hampshire","Interior Designers in Concord, New Hampshire",2.0,M:4/T:2,Modern/Abstract
"Custom Interior Design & Remodeling Concord, NH",,,https://3wdesigninc.com/,,Google,info@3wdesigninc.com,"Concord, New Hampshire","Interior Designers in Concord, New Hampshire",3.0,M:3/T:0,Modern/Abstract
"Interior Innovations | Interior Designer in The Colony, TX",,,https://innovateyourhome.net/,,Google,"info@mazehome.com, Kay@innovateyourhome.net","The Colony, Texas","Interior Designers in The Colony, Texas",1.0,M:1/T:0,Modern/Abstract
Lovelace Interiors | Interior Design,,,https://lovelaceinteriors.com/,,Google,info@lovelaceinteriors.com,"Greenacres, Florida","Interior Designers in Greenacres, Florida",2.0,M:2/T:0,Modern/Abstract
SOL Interior DESIGN,,,https://solinteriordesigns.com/,,Google,"STUDIO@SOLINTERIORDESIGNS.COM, user@domain.com","Shakopee, Minnesota","Interior Designers in Shakopee, Minnesota",1.0,M:1/T:0,Modern/Abstract
Interior Designer Los Feliz - Silver Lake - Pasadena - Altadena,,,https://www.vidaldesigncollaborative.com/,,Google,hello@vidaldesigncollaborative.com,"Altadena, California","Interior Designers in Altadena, California",2.0,M:2/T:0,Modern/Abstract
"Beth Jones, Interior Designer and Consultant - Nashville and ...",,,https://bjonesdesign.com/,,Google,bjonesdesign@comcast.net,"Gallatin, Tennessee","Interior Designers in Gallatin, Tennessee",2.0,M:6/T:4,Modern/Abstract
"Commercial Interior Design in Wentzville, MO",,,https://www.edwardsandhill.com/commercial-interior-design-in-wentzville-mo/,,Google,"tony@edwardsandhill.com, hans@edwardsandhill.com","Wentzville, Missouri","Interior Designers in Wentzville, Missouri",1.0,M:1/T:0,Modern/Abstract
"Interior Design Consultations | Jefferson City, MO",,,https://www.scruggslumberwindowtreatments.com/interior-design-consultations,,Google,"rgreen@scruggslumber.com, svieth@scruggslumber.com","Jefferson City, Missouri","Interior Designers in Jefferson City, Missouri",1.0,M:1/T:0,Modern/Abstract
Interior Design and Decorating in Buffalo Grove,,,https://www.angi.com/companylist/us/il/buffalo-grove/interior-design.htm,,Google,chantellbrooks100@gmail.com,"Buffalo Grove, Illinois","Interior Designers in Buffalo Grove, Illinois",3.0,M:3/T:0,Modern/Abstract
"Expert Home Renovation and Remodeling in Oakley, CA",,,https://www.alpha1builders.com/oakley-ca,,Google,"info@alpha1builders.com, Ozzie@alpha1builders.com","Oakley, California","Interior Designers in Oakley, California",2.0,M:7/T:5,Modern/Abstract
Campbell Coastal Homes | Interior Design Firm Ormond ...,,,https://www.campbellcoastalhomes.com/,,Google,"kimberly@campbellcoastalhomes.com, user@domain.com","Ormond Beach, Florida","Interior Designers in Ormond Beach, Florida",2.0,M:3/T:1,Modern/Abstract
Kari Skoog Design,,,https://www.kariskoogdesign.com/,,Google,"info@kariskoogdesign.com, user@domain.com","Edmonds, Washington","Interior Designers in Edmonds, Washington",1.0,M:2/T:1,Modern/Abstract
Nancy Parrish Interiors,,,https://nancyparrishinteriors.com/,,Google,"info@windyoconnor.com, info@windyocconor.com, user@domain.com, info@nancyparrishinteriors.com","Danville, Virginia","Interior Designers in Danville, Virginia",5.0,M:5/T:0,Modern/Abstract
"Interior Design Consultations | Eye On Design Inc | Belleville, IL",,,https://www.eyeondesigninc.com/more-products-services/services/interior-design-consultations,,Google,"jennaver@eod4u.com, admin@eod4u.com","Belleville, Illinois","Interior Designers in Belleville, Illinois",1.0,M:1/T:0,Modern/Abstract
Interior Designers Palos Verdes,,,https://jacinteriors.com/pages/palos-verdes,,Google,info@jacinteriors.com,"Rancho Palos Verdes, California","Interior Designers in Rancho Palos Verdes, California",12.0,M:12/T:0,Modern/Abstract
Interior Design Coachella Valley & Rancho Mirage,,,https://www.annarosemann.com/interior-design-coachella-valley,,Google,"anna@annarosemann.com, annacrosemann@gmail.com, user@domain.com","Coachella, California","Interior Designers in Coachella, California",1.0,M:1/T:0,Modern/Abstract
"Interior Designer Linton Hall, VA",,,https://eahomedesign.com/our-services/interior-design/linton-hall-va/,,Google,ali@eahomedesign.com,"Linton Hall, Virginia","Interior Designers in Linton Hall, Virginia",3.0,M:3/T:0,Modern/Abstract
"Home Remodeling Services in Annandale, VA",,,https://www.mossbuildinganddesign.com/home-remodeling-services-in-annandale-va,,Google,hello@mossbuildinganddesign.com,"Annandale, Virginia","Interior Designers in Annandale, Virginia",1.0,M:1/T:0,Modern/Abstract
Beth Diana Smith | Full Service Interior Design | New Jersey,,,https://www.bethdianasmith.com/,,Google,"hello@bethdianasmith.com, example@mysite.com","Kearny, New Jersey","Interior Designers in Kearny, New Jersey",3.0,M:3/T:0,Modern/Abstract
Smith Interiors Design: Interior Design Services in Orlando ...,,,https://www.smithinteriordesignfl.com/,,Google,"Tera@SmithInteriorDesignFL.com, 8c4075d5481d476e945486754f783364@sentry.io, Brooke@SmithInteriorDesignFL.com","Clermont, Florida","Interior Designers in Clermont, Florida",3.0,M:4/T:1,Modern/Abstract
Interior Design and Decorating in Port Jefferson,,,https://www.angi.com/companylist/us/ny/port-jefferson/interior-design.htm,,Google,"ninfo@liwalls.com, info@liwalls.com","Coram, New York","Interior Designers in Coram, New York",1.0,M:5/T:4,Modern/Abstract
"Grove City, Ohio | J.S. Brown & Company",,,https://jsbrowncompany.com/service-area/grove-city-ohio/,,Google,info@jsbrowncompany.com,"Grove City, Ohio","Interior Designers in Grove City, Ohio",1.0,M:1/T:0,Modern/Abstract
Interior Designer Marion Iowa,,,https://www.spruceddesignstudio.com/service/interior-designer-marion-iowa,,Google,spruceddesignstudio@gmail.com,"Marion, Iowa","Interior Designers in Marion, Iowa",2.0,M:2/T:0,Modern/Abstract
Woven Architecture,,,https://dkorinteriors.com/portfolio-item/woven-architecture/,,Google,"dkor@incrementacion.com, INFO@DKORINTERIORS.COM","Hallandale Beach, Florida","Interior Designers in Hallandale Beach, Florida",4.0,M:6/T:2,Modern/Abstract
RESIDENTIAL 1 | apk-designs-new,,,https://www.apk-designs.com/residential,,Google,info@apk-designs.com,"Shelton, Connecticut","Interior Designers in Shelton, Connecticut",2.0,M:2/T:0,Modern/Abstract
Residential Decorating by 2nd Story Interiors: Subtly Stated,,,https://www.2ndstoryinteriors.com/,,Google,bre@2ndstoryinteriors.com,"Covington, Kentucky","Interior Designers in Covington, Kentucky",1.0,M:3/T:2,Modern/Abstract
"Interior Designer & Home Decorating in Westfield, MA",,,https://www.casualelegancedecor.com/westfield--ma-interior-designers,,Google,esamayced@gmail.com,"Westfield, Massachusetts","Interior Designers in Westfield, Massachusetts",1.0,M:2/T:1,Modern/Abstract
Home & Design Awards,,,https://www.baltimoremagazine.com/section/home-design-awards/baltimore-home-architecture-interior-design-awards/,,Google,"samy@baltimoremagazine.net, calicia@baltimoremagazine.net, wamanda@baltimoremagazine.net, bray@baltimoremagazine.net, wmax@baltimoremagazine.net, hrachel@baltimoremagazine.net, hjackie@baltimoremagazine.net, ddebbie@baltimoremagazine.net, akam@baltimoremagazine.net, lsuzanne@baltimoremagazine.net, oemily@baltimoremagazine.net, tmichael@baltimoremagazine.net, clorann@baltimoremagazine.net, sstephanie@baltimoremagazine.net, mjane@baltimoremagazine.net, cron@baltimoremagazine.net, tjon@baltimoremagazine.net, rjennifer@baltimoremagazine.net, mmegan@baltimoremagazine.net, hjodi@baltimoremagazine.net, michael@baltimoremagazine.net, mchris@baltimoremagazine.net, clauren@baltimoremagazine.net, djanelle@baltimoremagazine.net, bgayle@baltimoremagazine.net, mamy@baltimoremagazine.net, wmichelle@baltimoremagazine.net, haaron@baltimoremagazine.net, lstaci@baltimoremagazine.net, cmichelle@baltimoremagazine.net, gdanny@baltimoremagazine.net","Essex, Maryland","Interior Designers in Essex, Maryland",6.0,M:26/T:20,Modern/Abstract
Home - Annapolis Interiors | Interior Designer | Lisa B Tullai,,,https://annapolisinteriors.com/,,Google,info@annapolisinteriors.com,"Annapolis, Maryland","Interior Designers in Annapolis, Maryland",2.0,M:2/T:0,Modern/Abstract
"Farnady Interiors | Annapolis, Maryland Interior Designer",,,https://www.farnadyinteriors.com/,,Google,katalin@farnadyinteriors.com,"Annapolis, Maryland","Interior Designers in Annapolis, Maryland",3.0,M:3/T:0,Modern/Abstract
Lisa Gabrielson,,,https://www.lisagabrielson.com/,,Google,"lisa@lisagabrielson.com, user@domain.com","Milton, Georgia","Interior Designers in Milton, Georgia",2.0,M:3/T:1,Modern/Abstract
"Abbey Hall Interiors | Interior Designers | Atlanta, GA",,,https://www.abbeyhallinteriors.com/,,Google,"hello@abbeyhallinteriors.com, info@abbeyhallinteriors.com, user@domain.com","Milton, Georgia","Interior Designers in Milton, Georgia",1.0,M:1/T:0,Modern/Abstract
"Transform Your Lake Oswego Space | Remodel, Organize, ...",,,https://www.ashleykielyliving.com/lake-oswego,,Google,"Ashley@AshleyKielyLiving.com, Info@ashleykielyliving.com, user@domain.com, ashleymariekiely@gmail.com","Lake Oswego, Oregon","Interior Designers in Lake Oswego, Oregon",2.0,M:2/T:0,Modern/Abstract
Creative-Redesign,,,https://www.creative-redesign.com/,,Google,team@creative-redesign.com,"Valley Stream, New York","Interior Designers in Valley Stream, New York",2.0,M:3/T:1,Modern/Abstract
Morgan Kay Interior Design | Transform Your Space Today,,,https://www.morgankayinteriors.com/,,Google,"morgan@morgankayinteriors.com, user@domain.com","Holly Springs, North Carolina","Interior Designers in Holly Springs, North Carolina",1.0,M:1/T:0,Modern/Abstract
Top Interior Design Firm | Luxury Interior Design Group,,,https://ktinteriors.com/,,Google,"kti@ktinteriors.com, name@email.com, KTI@KTInteriors.com","Security-Widefield, Colorado","Interior Designers in Security-Widefield, Colorado",1.0,M:1/T:0,Modern/Abstract
"Top Interior Designer Colleyville, TX | Luxury Interior Design",,,https://modinteriorsonline.com/,,Google,design@modinteriorsonline.com,"Hurst, Texas","Interior Designers in Hurst, Texas",1.0,M:3/T:2,Modern/Abstract
"Mueller Interiors – Interior Design Services | Crystal Lake, IL",,,https://muellerinteriors.com/,,Google,"%20info@muellerinteriors.com, info@muellerinteriors.com","Crystal Lake, Illinois","Interior Designers in Crystal Lake, Illinois",1.0,M:2/T:1,Modern/Abstract
Hawaii Interior Design Inspiring Studio Picks,,,https://ucghawaii.com/interior-design-hawaii/,,Google,"ucghawaii@gmail.com, UCGHawaii@gmail.com","Waipahu, Hawaii","Interior Designers in Waipahu, Hawaii",10.0,M:18/T:8,Modern/Abstract
Interior Design Orlando | Inspired Interior Design | Angela ...,,,https://angelaneel.com/?srsltid=AfmBOop-608lveXUfnUOwnvhjGcDw_IENFsEmgPBjNvPdN6sy2h1_Qpj,,Google,"info@angelaneel.com, angela@angelaneel.com, natalia@angelaneel.com","Meadow Woods, Florida","Interior Designers in Meadow Woods, Florida",1.0,M:1/T:0,Modern/Abstract
Park & Oak | Full-Service Interior Design Firm,,,https://parkandoak.com/,,Google,info@parkandoak.com,"Carol Stream, Illinois","Interior Designers in Carol Stream, Illinois",1.0,M:1/T:0,Modern/Abstract
JoAnna Baum Interiors,,,https://www.joannabauminteriors.com/,,Google,"joanna@joannabauminteriors.com, user@domain.com","Streamwood, Illinois","Interior Designers in Streamwood, Illinois",1.0,M:1/T:0,Modern/Abstract
"InStyle Decor - Interior Decorator | Valrico, FL",,,https://instyle-decor.ueniweb.com/,,Google,debrareich22@aol.com,"Valrico, Florida","Interior Designers in Valrico, Florida",1.0,M:1/T:0,Modern/Abstract
Slate Studios Interior Design | Full-service interior design,,,https://www.slatestudiosid.com/,,Google,contact@slatestudiosid.com,"Valrico, Florida","Interior Designers in Valrico, Florida",7.0,M:10/T:3,Modern/Abstract
ash + co interiors,,,https://www.ashandcointeriors.com/,,Google,"hello@ashandcointeriors.com, user@domain.com","Indian Trail, North Carolina","Interior Designers in Indian Trail, North Carolina",1.0,M:1/T:0,Modern/Abstract
Interior Design | Imperial Home Designs | Park Ridge,,,https://www.imperialhomedesigns.com/,,Google,imperialhomedesigns20@gmail.com,"Park Ridge, Illinois","Interior Designers in Park Ridge, Illinois",1.0,M:2/T:1,Modern/Abstract
"Collected, Artful Interiors in Warren County, Ohio",,,https://www.jessiesurber.com/warren-county-interior-designer,,Google,"jessie@jessiesurber.com, user@domain.com","Warren, Ohio","Interior Designers in Warren, Ohio",1.0,M:4/T:3,Modern/Abstract
Spectrum Design Group LLC - Interior Design Firm,,,https://spectrumdg.com/,,Google,hello@spectrumdg.com,"Urbana, Illinois","Interior Designers in Urbana, Illinois",1.0,M:1/T:0,Modern/Abstract
"Kari Beckett Design | Interior Design in Champaign, IL",,,https://karibeckettdesign.com/,,Google,info@karibeckettdesign.com,"Urbana, Illinois","Interior Designers in Urbana, Illinois",1.0,M:3/T:2,Modern/Abstract
Unique & Exquisite Interior Decorations & Designs for Homes ...,,,https://designbydistinction.org/,,Google,laroya@designbydistinction.com,"Olive Branch, Mississippi","Interior Designers in Olive Branch, Mississippi",1.0,M:5/T:4,Modern/Abstract
"Interior Design Consultations | Grants Pass, OR",,,https://www.draperiesnthingsgp.com/more-products-services/services/interior-design-consultations,,Google,"trent5501@msn.com, draperiesnthingsgp@gmail.com","Grants Pass, Oregon","Interior Designers in Grants Pass, Oregon",1.0,M:1/T:0,Modern/Abstract
Josephine Interiors & Market | Timeless Home Living,,,https://shopjosephineinteriors.com/?srsltid=AfmBOopLbqr8Cq0rq9nu5oifz-PqVJD_zVHDhb6X6_FLmxxgqq8QYreC,,Google,"josephinemarketllc@gmail.com, hello@shopjosephineinteriors.comHours, hello@shopjosephineinteriors.com","Grants Pass, Oregon","Interior Designers in Grants Pass, Oregon",2.0,M:5/T:3,Modern/Abstract
"Wild Soul Interiors | Interior Design in Pacifica, California",,,https://www.wildsoulinteriors.com/,,Google,"hello@wildsoulinteriors.com, user@domain.com","Pacifica, California","Interior Designers in Pacifica, California",2.0,M:2/T:0,Modern/Abstract
"Interior Design Consultations | Pacifica, CA",,,https://www.mccartneywindowcoveringsca.com/more-products-services/services/interior-design-consultations,,Google,nakianias@gmail.com,"Pacifica, California","Interior Designers in Pacifica, California",1.0,M:1/T:0,Modern/Abstract
Luxury Interior Design + Build Services | Brynn Alden Design ...,,,https://brynnalden.com/,,Google,brynnalden@yahoo.com,"Cottage Grove, Minnesota","Interior Designers in Cottage Grove, Minnesota",1.0,M:2/T:1,Modern/Abstract
Brooks Interiors LLC - Concierge Business Member,,,https://kwsinsurance.com/concierge/brooks-interior-llc/,,Google,"sarahw@kwsinsures.com, gabya@kwsinsure.com, jskach@Kwsinsurance.com, brooksinterior@gmail.com, angelap@kwsinsures.com, lindad@kwsinsures.com, moniquef@kwsinsures.com, valeriew@kwsinsures.com","Clovis, New Mexico","Interior Designers in Clovis, New Mexico",1.0,M:1/T:0,Modern/Abstract
Welcome to CRAA Homes Interior Design -,,,https://flippinclovis.com/,,Google,"Louisa.Hill05@gmail.com, Austin@email.com, Rods@email.com, Carroll@email.com","Clovis, New Mexico","Interior Designers in Clovis, New Mexico",3.0,M:3/T:0,Modern/Abstract
Westobou Design: Interiors | United States,,,https://www.westobouhome.com/,,Google,"Sherryselijah@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io, sherryselijah@gmail.com","Evans, Georgia","Interior Designers in Evans, Georgia",1.0,M:2/T:1,Modern/Abstract
